ANO;MES;CODIGO_RNT;COD_MUN;COD_DPTO;ESTADO_RNT;RAZON_SOCIAL_ESTABLECIMIENTO;DEPARTAMENTO;MUNICIPIO;CATEGORIA;SUB_CATEGORIA;NUM_EMP;HABITACIONES;CAMAS
2024;3;42012;50001;50;ACTIVO;FINCA VILLADANIELA KFC;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;25;12
2024;4;42039;50001;50;ACTIVO;PALMETA HOTEL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;18;20
2024;3;42043;50001;50;ACTIVO;SUMMER C. VILLAVICENCIO;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;OTRO TIPO DE VIVIENDA TURÍSTICA;0;4;13
2024;3;42076;50001;50;ACTIVO;CABAÑAS VILLA OLIVA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);1;12;40
2024;2;42193;50606;50;ACTIVO;MARIO E PACHON  VENTURA SAFARI EXPEDICIONES;META;RESTREPO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;42255;50001;50;ACTIVO;HOTEL IMPERIO LLANERO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;19
2024;3;42300;50001;50;ACTIVO;HOTEL RESTAURANTE BAR GOURMET IMPERIAL AZUL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;23;23
2024;3;42491;50001;50;ACTIVO;LLANOS TOURS TURISMO SIN LIMITE;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;3;42536;50001;50;ACTIVO;VIAJANDO POR EL LLANO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;3;42587;50001;50;ACTIVO;OPERADOR TURISTICO FINCAS LLANO Y FOLCLOR;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;1;0;0
2024;4;42911;50001;50;ACTIVO;HOTEL ESTAMPA LLANERA JC;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;35;44
2024;4;43092;50001;50;ACTIVO;WORLD TRAVEL COM;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;1;0;0
2024;3;43110;50001;50;ACTIVO;INVERSIONES EL RANCHO DE JUANCHO;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;15;6
2024;4;43263;50350;50;ACTIVO;HOTEL & AGENCIA DE VIAJES MUÑOZ;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;3;43458;50001;50;ACTIVO;TURISMO RURAL LA GOSPA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;6;20
2024;1;43472;50350;50;ACTIVO;VIAJES ECOCRISTAL;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;4;0;0
2024;3;43545;50006;50;ACTIVO;AVANT COLOMBIA S.A.S;META;ACACIAS;EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR;TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL;0;0;0
2024;3;43546;50001;50;ACTIVO;AVANT COLOMBIA LLANOS;META;VILLAVICENCIO;EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR;TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL;30;0;0
2024;2;43797;50573;50;ACTIVO;PARQUE TEMATICO AVESTRUZ P.T.A;META;PUERTO LOPEZ;PARQUES TEMÁTICOS;PARQUE TEMÁTICO;0;0;0
2024;2;43800;50350;50;ACTIVO;ANGELICA MAGALY SOGAMOSO HERNANDEZ;META;LA MACARENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;4;43804;50350;50;ACTIVO;BYRON STEWAR CUBIDES ROMERO;META;LA MACARENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;43805;50350;50;ACTIVO;CARLOS EDUARDO STERLING BERNAL;META;LA MACARENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;43806;50350;50;ACTIVO;MACARENA TRAVEL`S;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;2;0;0
2024;3;43848;50350;50;ACTIVO;DAVID  RANGEL HENAO;META;LA MACARENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;43873;50606;50;ACTIVO;FINCA RECREATIVA LA PALMITA;META;RESTREPO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;4;4
2024;2;44230;50001;50;ACTIVO;COSTA AZUL HOTEL CAMPESTRE;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;48;140
2024;3;44236;50006;50;ACTIVO;HOTEL BALCONES DE CRISTAL;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;18;18
2024;2;44250;50350;50;ACTIVO;MACARENIA TOURS;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;4;44251;50350;50;ACTIVO;MANAX TRAVEL;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;2;44257;50590;50;ACTIVO;HOTEL METROPOLIS;META;PUERTO RICO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;32;40
2024;1;44262;50001;50;ACTIVO;HOTEL SOLEV;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;25;36;45
2024;4;44445;50711;50;ACTIVO;COOPERATIVA DE TRANSPORTADORES DE VISTA HERMOSA  SERVICIO ESPECIAL DE TURISMO;META;VISTA HERMOSA;EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR;TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL;1;0;0
2024;2;44446;50350;50;ACTIVO;CANO CRISTALES.COM;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;3;44619;50350;50;ACTIVO;LA MANIGUA LODGE;META;LA MACARENA;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);6;4;25
2024;3;44624;50001;50;ACTIVO;DIAMANTE BLUE HOTEL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;17;25
2024;2;44647;50573;50;ACTIVO;RECIDENCIA CASABLANCA PTO LOPEZ;META;PUERTO LOPEZ;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;APARTAHOTEL;0;6;9
2024;4;44648;50350;50;ACTIVO;HOTEL LA FUENTE J. N.;META;LA MACARENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;37;47
2024;2;44752;50006;50;ACTIVO;HOTEL ATARDECER LLANERO;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;13;13
2024;3;44938;50606;50;ACTIVO;HOSPEDAJE EL BOSQUE NATURAL;META;RESTREPO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;3;15
2024;2;44971;50001;50;ACTIVO;HOTEL VIA PRINCIPAL III;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;25
2024;3;45074;50711;50;ACTIVO;ECO VAQUEROS TRAVEL TOUR;META;VISTA HERMOSA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;3;45098;50001;50;ACTIVO;JUAN PAZ CAMPESTRE;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;10;21
2024;2;45228;50568;50;ACTIVO;HOTEL ALTAVISTA DEL LLANO;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;15
2024;3;45383;50350;50;ACTIVO;TOUR EL CAMINANTE;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;4;45464;50711;50;ACTIVO;COOPERATIVA DE TRANSPORTADORES DE VISTA HERMOSA  SERVICIO ESPECIAL DE TURISMO;META;VISTA HERMOSA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;1;0;0
2024;3;45466;50313;50;ACTIVO;HOTEL Y CENTRO DE CONVENCIONES CANEY DEL ARIARI;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;25;35
2024;3;45467;50001;50;ACTIVO;TVHA VILLAVICENCIO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;3;0;0
2024;4;45554;50150;50;ACTIVO;HOTEL RESTAURANTE Y PARQUEADERO CACAYAL 1;META;CASTILLA LA NUEVA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;13;58
2024;4;45561;50001;50;ACTIVO;HOTEL MAR VERDE VILLAVICENCIO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;28;40
2024;4;45594;50318;50;ACTIVO;EL SITIO HOTEL RESTAURANTE EXPRESS;META;GUAMAL;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;16;32
2024;2;45599;50001;50;ACTIVO;HOTEL VIMAR 2;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;10;10
2024;4;45611;50001;50;ACTIVO;ENJOY COLOMBIA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOSTAL;0;3;6
2024;2;45614;50006;50;ACTIVO;HOTEL CASA BARREY;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;26;30
2024;3;45615;50689;50;ACTIVO;FINCA AGROTURISTICA LAGUNA VIEJA;META;SAN MARTIN;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;6;15
2024;2;45645;50350;50;ACTIVO;HOTEL LOS CRISTALES DE LA MACARENA;META;LA MACARENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;30;31
2024;3;45655;50001;50;ACTIVO;ALQUILARTE FINCAS VILLAVICENCIO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;45667;50350;50;ACTIVO;ASOCIACION DE TOURS OPERADORES DE LA MACARENA CAÑO CRISTALES;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;6;0;0
2024;3;45668;50350;50;ACTIVO;HOTEL Y VIAJES EL REFUGIO SAS;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;45724;50001;50;ACTIVO;HOSPEDAJE EL DESCANSO JC;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;15
2024;2;45798;50006;50;ACTIVO;HOTEL.COM;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;14;20
2024;3;45873;50001;50;ACTIVO;VIAJES EXITO LA SABANA;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;2;0;0
2024;3;45879;50350;50;ACTIVO;HOTEL Y VIAJES EL REFUGIO SAS;META;LA MACARENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;7;15
2024;3;45932;50223;50;ACTIVO;HOTEL EL PARQUE DE CUBARRAL;META;CUBARRAL;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;14;14
2024;2;46194;50001;50;ACTIVO;HOTEL BOUTIQUE ARMONI;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;2;12;12
2024;2;46198;50001;50;ACTIVO;VIAJES DE TURISMO RECREATOUR;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;1;0;0
2024;3;46246;50001;50;ACTIVO;VIAJES SUN BEACH;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;46305;50689;50;ACTIVO;POSADA LA ESMERALDA;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;13;30
2024;2;46308;50006;50;ACTIVO;HOTEL NUEVO GALEX;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;21;23
2024;3;46745;50689;50;ACTIVO;HOTEL ACAPULCO DE SAN MARTIN;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;14;14
2024;4;46751;50568;50;ACTIVO;HOTEL VILLA MARIANA 2;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;24;37
2024;3;46818;50683;50;ACTIVO;LA RESEVERA FINK ECOTURISTICA;META;SAN JUAN DE ARAMA;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;2;3
2024;4;46819;50573;50;ACTIVO;HOTEL YAKUANA;META;PUERTO LOPEZ;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;32;32
2024;4;46822;50313;50;ACTIVO;HOTEL PALMA ROJA;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;34;50
2024;3;46879;50689;50;ACTIVO;HOSPEDAJE CAÑO CRISTALES;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;8;8
2024;1;46881;50006;50;ACTIVO;ECOPAVE;META;ACACIAS;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;3;47139;50001;50;ACTIVO;DERELAX;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;1;47175;50001;50;ACTIVO;AEROSER;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;5;0;0
2024;2;47333;50400;50;ACTIVO;ESTADERO LOS GUADUALITOS DEL GUEJAR;META;LEJANIAS;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;6;15
2024;4;47428;50001;50;ACTIVO;AGENCIA DE VIAJES LIVE TOUR AP;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;3;47571;50001;50;ACTIVO;VVC HOTEL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;8;43;72
2024;4;47573;50001;50;ACTIVO;HOTEL UNICO PLAZA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;23;27
2024;4;47713;50350;50;ACTIVO;LA MANIGUA LODGE;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;6;0;0
2024;2;47722;50606;50;ACTIVO;AVENTURAAGENCIA DE VIAJES;META;RESTREPO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;2;48044;50313;50;ACTIVO;HOTEL CASTILLO DEL REY;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;19;21
2024;2;48045;50350;50;ACTIVO;YERLIS MAIRON BUSTAMANTE TABORDA;META;LA MACARENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;48175;50313;50;ACTIVO;PARQUE DE LA VIDA ARIARI PARQUE VACACIONAL COFREM ARIARI;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;CENTRO VACACIONAL;0;27;87
2024;3;48584;50350;50;ACTIVO;ECOPARAISO TRAVEL;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;49148;50001;50;ACTIVO;CANAIMA 1 HACIENDA AGROTURISTICA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;3;9
2024;1;49165;50350;50;ACTIVO;ECOAMEM;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;49287;50006;50;ACTIVO;HOTEL Y HOSPEDAJE CASA ANTIGUA;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;25
2024;3;49395;50001;50;ACTIVO;HOTEL REY DAVID MC;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;50
2024;2;49396;50350;50;ACTIVO;AGENCIA DE VIAJES GAIA TOURS COLOMBIA;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;4;49420;50350;50;ACTIVO;AGENCIA OPERADORA DE TRANSPORTE TURISTICO SAS;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;49563;50001;50;ACTIVO;SAN TELMO TOURS;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;4;49704;50223;50;ACTIVO;HOTEL CAMPOS PLAZA;META;CUBARRAL;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;10;12
2024;3;49739;50006;50;ACTIVO;ESTARTER ACACIAS;META;ACACIAS;EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR;TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL;0;0;0
2024;4;49742;50689;50;ACTIVO;DGIL;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;7;10
2024;4;49743;50001;50;ACTIVO;RANCHO AGROTURISTICO SAN SEBASTIAN;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;CENTRO VACACIONAL;0;4;10
2024;2;49818;50689;50;ACTIVO;HOTEL LA HERRADURA SAN MARTIN;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;7;13
2024;3;49867;50689;50;ACTIVO;HOTEL RIVER SIDE;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;18;23
2024;2;49920;50568;50;ACTIVO;HOTEL CANAGUARO GAITAN;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;25;30
2024;2;49931;50001;50;ACTIVO;BURROLANDIA CABALGATAS Y POSTRES;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;1;49933;50001;50;ACTIVO;NELSON ARLEY GOMEZ RAMOS;META;VILLAVICENCIO;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;4;50046;50223;50;ACTIVO;SENDEROS DEL CANAJAGUA;META;CUBARRAL;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;4;8
2024;3;50407;50001;50;ACTIVO;QUINTA LOS NARANJITOS;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;5;15
2024;2;50494;50006;50;ACTIVO;CABAÑAS TURISTICAS DAZANOVA;META;ACACIAS;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;4;10
2024;3;50595;50001;50;ACTIVO;VILLA RUTH;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;1;12
2024;4;50682;50350;50;ACTIVO;HOTEL MACARENA;META;LA MACARENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;24;31
2024;3;50835;50001;50;ACTIVO;CASA DE CAMPO LA KINTA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;5;6
2024;2;50842;50573;50;ACTIVO;HOSPEDAJE BUCARICA DE PUERTO LOPEZ;META;PUERTO LOPEZ;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;31;50
2024;3;50868;50006;50;ACTIVO;POZOS LA CHORRERA;META;ACACIAS;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);2;6;24
2024;1;51122;50001;50;ACTIVO;LUIS EDUARDO CARDENAS PABON;META;VILLAVICENCIO;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;51144;50568;50;ACTIVO;HOTEL DELFIN ROSADO DE PUERTO GAITAN;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;19;19
2024;2;51257;50313;50;ACTIVO;PARQUE TEMATICO KABOD;META;GRANADA (META);PARQUES TEMÁTICOS;PARQUE TEMÁTICO;0;0;0
2024;2;51320;50350;50;ACTIVO;ASOFLUTUGUA;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;4;51412;50001;50;ACTIVO;HOTEL CAPRI REAL JH;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;24;37
2024;3;51500;50001;50;ACTIVO;FINCA VILLA GLORIA STELLA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);3;30;30
2024;3;51532;50001;50;ACTIVO;FINCA CAMPESTRE MAIQUETIA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;10;12
2024;3;51593;50350;50;ACTIVO;FINCA AGROTURISTICA Y RECREACIONAL EL TINIGUA;META;LA MACARENA;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;15;15
2024;3;51650;50350;50;ACTIVO;CASA HOTEL TOVAR;META;LA MACARENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;9;11
2024;4;51797;50683;50;ACTIVO;CAMAXARTE SAS;META;SAN JUAN DE ARAMA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;51824;50606;50;ACTIVO;LEVIS NATHALY VELASQUEZ CAPERA;META;RESTREPO;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;4;51991;50001;50;ACTIVO;FINCA EL CAIRO EVENTOS Y REUNIONES;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;6;6
2024;2;52172;50400;50;ACTIVO;MARAVILLAS DEL GÜEJAR;META;LEJANIAS;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;8;36
2024;2;52699;50006;50;ACTIVO;HOTEL SHAYOS;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;14;18
2024;3;52904;50001;50;ACTIVO;PUNTO AEROPUERTO VANGUARDIA;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;1;52907;50001;50;ACTIVO;TOURS DESTINOS VIAJES Y TURISMO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;1;52908;50001;50;ACTIVO;HOTEL ZAMBRANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;21
2024;4;52911;50001;50;ACTIVO;VIVIENDA TURÍSTICA DOÑA LUZ.;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;OTRO TIPO DE VIVIENDA TURÍSTICA;0;6;6
2024;4;52920;50001;50;ACTIVO;HOTEL NAUTICO POMPEYA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;19;52;62
2024;3;53032;50001;50;ACTIVO;HOTEL LA NUEVA FLORESTA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;14;18
2024;2;53184;50689;50;ACTIVO;CASA DE VERANEO EL RUBY;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;50
2024;4;53203;50001;50;ACTIVO;CASA DEL SOL HOTEL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;11;12
2024;4;53226;50330;50;ACTIVO;PARAÍSO ESCONDIDO EN JARDÍN DE PEÑAS;META;MESETAS;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;10;10
2024;4;53263;50370;50;ACTIVO;CRISTALES TRAVEL & ADVENTURE;META;LA URIBE;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;53294;50001;50;ACTIVO;FINCA SANTA HELENA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;26;17
2024;3;53430;50313;50;ACTIVO;FINCA TURISTICA NARANJAL;META;GRANADA (META);VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);1;26;26
2024;2;53562;50001;50;ACTIVO;CASA CAMPESTRE LA HEREDERA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;APARTAHOTEL;0;4;15
2024;4;53580;50400;50;ACTIVO;GUEJAR FRONTERA SALVAJE;META;LEJANIAS;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;1;53722;50330;50;ACTIVO;WILLITOUR SIERRA MAGICA;META;MESETAS;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;4;53763;50313;50;ACTIVO;TUVIAJE;META;GRANADA (META);AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;53865;50689;50;ACTIVO;RESIDENCIA CALIFORNIA;META;SAN MARTIN;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;APARTAHOTEL;0;8;10
