ANO;MES;CODIGO_RNT;COD_MUN;COD_DPTO;ESTADO_RNT;RAZON_SOCIAL_ESTABLECIMIENTO;DEPARTAMENTO;MUNICIPIO;CATEGORIA;SUB_CATEGORIA;NUM_EMP;HABITACIONES;CAMAS
2024;4;789;50001;50;ACTIVO;PROTURISMO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;3;0;0
2024;3;1008;50001;50;ACTIVO;HOTEL VILLAVICENCIO PLAZA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;65;77
2024;4;4525;50001;50;ACTIVO;HOTEL DON LOLO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;24;57;138
2024;3;5345;50001;50;ACTIVO;HOTEL EL ALCARAVAN DE COLSUBSIDIO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;63;252
2024;3;5377;50001;50;ACTIVO;HOTEL NAPOLITANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;65;182
2024;2;5495;50001;50;ACTIVO;HOTEL CENTAUROS DEL LLANO.;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;5;42;50
2024;1;5979;50001;50;ACTIVO;HOTEL IGUAZU;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;5;26;42
2024;3;6184;50001;50;ACTIVO;HOTEL CALAMAR;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;32
2024;4;6212;50001;50;ACTIVO;HOTEL EL CAIMITO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;33;45
2024;3;6872;50001;50;ACTIVO;HOTEL ARPA DE AGUAS;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;19;27
2024;4;6879;50001;50;ACTIVO;GRAN HOTEL DEL COMERCIO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;3;40;45
2024;3;7194;50001;50;ACTIVO;HOTEL MILAN;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;25
2024;2;7382;50006;50;ACTIVO;HOTEL VIMARDY;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;8;12
2024;4;7618;50001;50;ACTIVO;AVIATUR VILLAVICENCIO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;2;0;0
2024;2;7674;50006;50;ACTIVO;HOTEL LA MANSION;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;52;80
2024;3;7694;50001;50;ACTIVO;HOTEL CRISTAL LUNA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;9;9
2024;4;8019;50001;50;ACTIVO;HOTEL EL PORTAL DEL LLANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;22;24
2024;3;8696;50001;50;ACTIVO;HOTEL MARIA GLORIA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;59;89
2024;3;8697;50001;50;ACTIVO;HOTEL CARMENTEA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;29;59
2024;3;9314;50318;50;ACTIVO;FINCA HOTEL BUENOS AIRES;META;GUAMAL;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;5;20
2024;3;9607;50001;50;ACTIVO;CASA CAMPESTRE MARVELLA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;1;10
2024;3;9702;50313;50;ACTIVO;HOTEL ALHAMBRA;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;3;20;34
2024;3;9716;50001;50;ACTIVO;HOTEL PABLO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;59;66
2024;1;9807;50001;50;ACTIVO;HOTEL ECLIPSE;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;4;20;27
2024;2;9874;50006;50;ACTIVO;HOTEL DON LUCHO J;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;9;9
2024;3;9964;50001;50;ACTIVO;HOTEL DEL LLANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;108;202
2024;1;10210;50001;50;ACTIVO;VIAJEROS VIP;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;10752;50313;50;ACTIVO;HOTEL CAPILLA DEL LLANO;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;2;26;38
2024;3;10759;50606;50;ACTIVO;OSCAR ORJUELA TORRES;META;RESTREPO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;8;12
2024;1;10767;50606;50;ACTIVO;CASA DE CAMPO LA MARCELLA;META;RESTREPO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;5;10
2024;4;10776;50001;50;ACTIVO;HOTEL EL CALEÑO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;18;26
2024;3;10798;50001;50;ACTIVO;CENTRO RECREACIONAL Y VACACIONAL LLANO CARIBEÑO GRAMALOTE;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;CENTRO VACACIONAL;4;10;36
2024;2;10899;50313;50;ACTIVO;AVENTURAS LLANERAS TURISMO Y EXCURSIONES;META;GRANADA (META);AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;4;10924;50001;50;ACTIVO;TEQUENDAMA HOTEL CAMPESTRE VILLAVICENCIO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;51;152
2024;2;10986;50001;50;ACTIVO;FINCA DE RECREO VILLA CONSUELO;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;7;17
2024;1;10995;50001;50;ACTIVO;CHIVAS & PARRANDO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;1;11015;50606;50;ACTIVO;RESERVA NATURAL RANCHO CAMANA;META;RESTREPO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;8;15
2024;3;11040;50568;50;ACTIVO;HOTEL VILLA VIVIANA;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;21;27
2024;1;11284;50001;50;ACTIVO;HOTEL UNION VILLAVICENCIO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;4;10
2024;4;11311;50001;50;ACTIVO;TIUMA PARK EXPEDICION LLANOS ORIENTALES;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;58;124
2024;1;11383;50568;50;ACTIVO;HOTEL SARARE;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;21;23
2024;3;11496;50568;50;ACTIVO;HOTEL MI POSADA;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;11;17
2024;3;11525;50568;50;ACTIVO;HOTEL PUERTA AL LLANO;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;38;60
2024;3;11592;50568;50;ACTIVO;HOTEL LA PLAYA;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;31;42
2024;2;11754;50573;50;ACTIVO;HOTEL LLANO GRANDE;META;PUERTO LOPEZ;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;13;20
2024;3;11820;50001;50;ACTIVO;CABAÑAS TAPARUKO VILLAVICENCIO;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;3;30
2024;4;11846;50001;50;ACTIVO;TRANSPORTE EJECUTIVO DEL LLANO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;13;0;0
2024;4;11892;50568;50;ACTIVO;HOTEL BRISAS DEL MANACACIAS;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;14;14
2024;2;12131;50313;50;ACTIVO;EXCURSIONES NUEVOS HORIZONTES GRANADA;META;GRANADA (META);AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;2;12559;50001;50;ACTIVO;AGENCIA DE VIAJES Y TURISMO MAR VERDE;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;12560;50001;50;ACTIVO;VIAJES DE RECREACION Y TURISMO MARTHA C.;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;1;0;0
2024;2;12711;50313;50;ACTIVO;INVERSIONES Y COMERCIALIZACION DEL ARIARI;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;16;46
2024;1;12819;50001;50;ACTIVO;HOTEL LOS GEMELOS;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;11;11
2024;2;12874;50001;50;ACTIVO;CIRCULO DE VIAJES UNIVERSAL S.A.S SUCURSAL VILLAVICENCIO;META;VILLAVICENCIO;EMPRESAS CAPTADORAS DE AHORRO PARA VIAJES;EMPRESA CAPTADORA DE AHORRO PARA VIAJES Y DE SERVICIOS TURÍSTICOS;31;0;0
2024;2;12880;50006;50;ACTIVO;HOTEL VOLVERE;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;23
2024;2;12928;50006;50;ACTIVO;FINCA AGROTURISTICA LOS AZULEJOS;META;ACACIAS;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;11;26
2024;1;13059;50001;50;ACTIVO;VIAJE POR COLOMBIA Y EL MUNDO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;13135;50001;50;ACTIVO;AGENCIA DE VIAJES COFREM;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;4;13191;50568;50;ACTIVO;HOTEL CAMELOT PLAZA;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;4;24;28
2024;4;13300;50001;50;ACTIVO;HOTEL EL MARQUEZ;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;28;33
2024;4;13348;50001;50;ACTIVO;HOTEL SANTA ANA REAL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;25
2024;4;13382;50001;50;ACTIVO;HOTEL LLANO LINDO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;36;36
2024;2;13393;50006;50;ACTIVO;HOTEL BELLAVISTA DEL LLANO;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;19
2024;2;13411;50001;50;ACTIVO;HOTEL GALICIA R.R.;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;10;10
2024;3;13488;50001;50;ACTIVO;HOTEL POFA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;50;76
2024;4;13541;50006;50;ACTIVO;HOTEL LA PERLA LLANERA;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;22;35
2024;4;13695;50001;50;ACTIVO;HOTEL SANTA ISABEL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;39;64
2024;1;13786;50568;50;ACTIVO;HOTEL RANGEL;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;18;28
2024;4;13991;50001;50;ACTIVO;HOTEL CEIBA 1;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;18;18
2024;1;14369;50001;50;ACTIVO;CASA DE CAMPO APIAY;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;1;9
2024;3;14408;50001;50;ACTIVO;BAHIA HOTEL 12;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;16;17
2024;1;14499;50606;50;ACTIVO;FINCA RECREACIONAL SANTA HELENA;META;RESTREPO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;8;24
2024;2;14869;50001;50;ACTIVO;MELIVALE;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;40;40
2024;3;14898;50001;50;ACTIVO;FINCAS DEL LLANO;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);1;9;30
2024;3;14985;50001;50;ACTIVO;HOTEL LA CAMPIÑA COLONIAL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;2;35;45
2024;3;15251;50001;50;ACTIVO;HOTEL HACARITAMA COLONIAL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;31;78;220
2024;3;15299;50573;50;ACTIVO;HOTEL CAMPESTRE Y PISCINA LUNA ROJA;META;PUERTO LOPEZ;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;10;25
2024;4;15382;50001;50;ACTIVO;HOTEL SOL DORADO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;4;20;20
2024;1;15412;50001;50;ACTIVO;HOTEL Y RESIDENCIAS JAYMAR;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;26;34
2024;4;15581;50001;50;ACTIVO;HOTEL BUCARAMANGA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;18
2024;3;15632;50001;50;ACTIVO;HOTEL ARIARI AZUL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;53;80
2024;3;15916;50006;50;ACTIVO;HOTEL IMPERIO DEL LLANO;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;28;56
2024;1;15999;50318;50;ACTIVO;HOTEL CENTRO TURISTICO PARAISO DEL LLANO DE GUAMAL;META;GUAMAL;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;22;40
2024;1;16029;50001;50;ACTIVO;HOTEL BAR RESTAURANTE LAS TEKAS;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;12;18
2024;3;16036;50001;50;ACTIVO;VIAJES Y EXCURSIONES MERCHANINITOURS;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;1;0;0
2024;2;16037;50001;50;ACTIVO;ECOTURISMO SIERRA DE LA MACARENA;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;16164;50226;50;ACTIVO;HOTEL MAYURA;META;CUMARAL;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;21;52
2024;2;16311;50001;50;ACTIVO;HOTEL LA TALANQUERA CONFORT;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;16;16
2024;4;16345;50001;50;ACTIVO;SKY WAY AGENCIA DE VIAJES Y TURISMO NO. 2;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;16388;50006;50;ACTIVO;SANTA CRUZ LLANOS HOSPEDAJE;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;19
2024;1;16607;50001;50;ACTIVO;HOTEL VILLA DEL LLANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;31;34
2024;1;16740;50313;50;ACTIVO;HOTEL CASA BLANCA DE GRANADA;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;26;54
2024;3;16752;50313;50;ACTIVO;HOTEL SAN FRANCISCO DEL ARIARI;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;4;42;54
2024;4;16937;50001;50;ACTIVO;TRAVESIA LLANERA M. A. R. REPRESENTACIONES TURISTICAS;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;4;17049;50226;50;ACTIVO;HOTEL LA FONTANA CUMARAL;META;CUMARAL;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;7;15
2024;4;17145;50573;50;ACTIVO;HOTEL LAS GARZAS M & M;META;PUERTO LOPEZ;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;41;84
2024;2;17346;50568;50;ACTIVO;HOTEL VILLA ZAIRA;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;26;38
2024;4;17368;50001;50;ACTIVO;HOTEL SERRANIA REAL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;15;35
2024;2;17379;50226;50;ACTIVO;FINCA TURISTICA EL RENACER;META;CUMARAL;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;8;26
2024;4;17639;50573;50;ACTIVO;HOTEL CASCADA DEL LLANO;META;PUERTO LOPEZ;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;12;18
2024;1;17798;50001;50;ACTIVO;SANDRA MILENA OSORIO ACEVEDO;META;VILLAVICENCIO;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;17799;50001;50;ACTIVO;OMAR PASIVE ORJUELA;META;VILLAVICENCIO;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;18035;50001;50;ACTIVO;FINCA CAMPESTRE LA CAROLINA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;7;18
2024;2;18045;50001;50;ACTIVO;FINCA TURISTICA VILLA CELENE;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;18;55
2024;1;18098;50001;50;ACTIVO;1492 AGENCIA DE VIAJES Y TURISMO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;0
2024;2;18320;50226;50;ACTIVO;HOTEL CUMARE PALMA REAL;META;CUMARAL;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;24;83
2024;3;18470;50568;50;ACTIVO;HOTEL A VILLA DEL MAR PUERTO GAITAN;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;14;15
2024;3;18499;50001;50;ACTIVO;HOTEL EL VAQUIANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;21;24
2024;2;18552;50568;50;ACTIVO;HOTEL PARAISO NATURAL;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;20
2024;4;18567;50001;50;ACTIVO;HOTEL SINALOHA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;19;22
2024;2;18816;50001;50;ACTIVO;HOTEL EL VIAJERO DEL LLANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;25;28
2024;4;18911;50001;50;ACTIVO;HOTEL GIRON;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;30;50
2024;4;18959;50568;50;ACTIVO;HOTEL HACIENDA SAN MARCOS;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;48;52
2024;2;19353;50350;50;ACTIVO;HOTEL LA CASCADA DE MACARENA;META;LA MACARENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;4;41;48
2024;3;19534;50001;50;ACTIVO;FINCA LA COLLAREJA;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);0;4;10
2024;3;19814;50568;50;ACTIVO;HOTEL CRISTAL CONFORT;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;3;16;18
2024;1;20103;50001;50;ACTIVO;HOTEL PUERTA DE ALCALA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;37;75
2024;4;20190;50001;50;ACTIVO;HOTEL GRAN RESERVA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;28;40
2024;3;20247;50001;50;ACTIVO;CENTRO TURÍSTICO NAVAR CITY;META;VILLAVICENCIO;VIVIENDAS TURÍSTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);10;37;145
2024;2;20635;50001;50;ACTIVO;EL ALCARAVAN ALIANZAS DE TURISMO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;1;0;0
2024;4;20899;50001;50;ACTIVO;TRANSPORTES ARIMENA;META;VILLAVICENCIO;EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR;TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL;0;0;0
2024;2;20915;50110;50;ACTIVO;HOSPEDAJE MI RANCHITO LLANERO;META;BARRANCA DE UPIA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;7;11
2024;4;20936;50006;50;ACTIVO;HOTEL AMANECER LLANERO DE ACACIAS;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;1;13;23
2024;3;20973;50006;50;ACTIVO;HOTEL MAYRA ALEJANDRA;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;3;40;40
2024;2;20989;50006;50;ACTIVO;HOTEL ZAMARCANDA;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;13;20
2024;2;21114;50313;50;ACTIVO;SINDY MAYORLY ALEXANDRA RAMIREZ TIBAQUICHA;META;GRANADA (META);GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;21224;50001;50;ACTIVO;HOTEL VILLA ROSALINDA DEL LLANO;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;11;32
2024;3;21621;50124;50;ACTIVO;HOTEL SOFIA REAL;META;CABUYARO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;8;14
2024;3;21722;50001;50;ACTIVO;HOTEL SALOMA;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;12;30;45
2024;2;21749;50001;50;ACTIVO;PUNTO DE VENTAS SERVINCLUIDOS VILLAVICENCIO C.C. LLANO CENTRO;META;VILLAVICENCIO;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;1;0;0
2024;3;21792;50001;50;ACTIVO;HOTEL MARLON;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;22;25
2024;4;21932;50568;50;ACTIVO;HOTEL LAS MARGARITAS SERVICIOS HOTELEROS;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;5;20;20
2024;4;21933;50568;50;ACTIVO;TAMARINDO SERVICIOS HOTELEROS;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;7;7
2024;2;22085;50350;50;ACTIVO;CRISTALES AVENTURA TOURS MACARENA;META;LA MACARENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;4;0;0
2024;2;22218;50568;50;ACTIVO;HOTEL LAS COROCORAS;META;PUERTO GAITAN (MANACACIAS);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;16;17
2024;3;22442;50001;50;ACTIVO;HOTEL AGUILA REAL;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;7;12
2024;4;22739;50001;50;ACTIVO;HOTEL CAMPESTRE COM;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;120;149
2024;1;22883;50006;50;ACTIVO;HOTEL IRAQUA;META;ACACIAS;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;12;49;60
2024;3;23086;50313;50;ACTIVO;ESTADERO Y PISCINA LA CORRALEJA;META;GRANADA (META);ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;40
2024;4;23127;50001;50;ACTIVO;SANTA BARBARA HOTEL COUNTRY;META;VILLAVICENCIO;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;15;56;92
2024;3;23137;50150;50;ACTIVO;HOTEL CAMPESTRE CASA VERDE;META;CASTILLA LA NUEVA;ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO;HOTEL;0;20;26
